Vitvi00g04499	EED	DEE	EEE	F6GZ97	VIT_00s0347g00080	lcl|NC_081814.1_prot_XP_019074176.1_20061	100.000	1.52e-179	LOC109122200 	XP_019074176.1 	G-type lectin S-receptor-like serine/threonine-protein kinase At1g11330
Vitvi00g04500	EED	DDE	EEE	D7UDR1	VIT_00s0203g00220	lcl|NC_081814.1_prot_XP_059596184.1_20062	100.000	5.48e-86	LOC100263919 	XP_059596184.1 	uncharacterized protein LOC100263919
Vitvi00g04501	EEE	DDE	EEE	F6I7L1	VIT_00s0762g00010	lcl|NC_081814.1_prot_XP_059596184.1_20062	84.615	8.84e-67	LOC100263919 	XP_059596184.1 	uncharacterized protein LOC100263919
Vitvi00g04505	EEU	EEE	EEU	F6HWU5	VIT_00s0540g00020	lcl|NC_081815.1_prot_XP_019074108.2_22497	96.870	0.0	LOC109122173 	XP_019074108.2 	class V chitinase isoform X3
Vitvi00g04508	EED	EEE	EED	F6HWU7	VIT_00s0540g00050	lcl|NC_081815.1_prot_XP_002271843.3_22505	72.695	9.49e-142	LOC100261874 	XP_002271843.3 	class V chitinase
Vitvi00g04522	EDE	EDE	EDE	F6HST5	VIT_07s0129g00180	lcl|NC_081811.1_prot_XP_002284429.2_14665	97.379	0.0	LOC100247373 	XP_002284429.2 	calcium-transporting ATPase 2, plasma membrane-type
Vitvi00g04563	EEE	EDE	EEE	F6HLL9	VIT_08s0007g06040	lcl|NC_081812.1_prot_XP_059595247.1_17383	100.000	1.50e-166	LOC132254192 	XP_059595247.1 	glucan endo-1,3-beta-glucosidase-like
Vitvi00g04564	EEE	EEE	EDE	F6HLL8	VIT_08s0007g06060	lcl|NC_081812.1_prot_XP_059595245.1_17384	100.000	0.0	LOC132254191 	XP_059595245.1 	glucan endo-1,3-beta-glucosidase, basic isoform-like
Vitvi00g04567	EEE	EEE	EDE			NA	NA	NA	NA	NA	NA
Vitvi00g04581	EEU	EEE	EEE	E0CVX1	VIT_00s0181g00050	lcl|NC_081814.1_prot_XP_002271376.2_20097	98.008	0.0	LOC100241473 	XP_002271376.2 	uncharacterized protein LOC100241473
Vitvi00g04584	EEE	EDE	EDE	F6I7J9	VIT_00s0634g00030	lcl|NC_081811.1_prot_XP_059594498.1_14294	100.000	9.07e-173	LOC104878487 	XP_059594498.1 	probable LRR receptor-like serine/threonine-protein kinase At5g10290 isoform X8
Vitvi00g04598	EEE	UEE	EEE	D6CH11	VIT_07s0005g05580	lcl|NC_081814.1_prot_XP_002272126.2_20674	91.176	2.91e-15	LOC100252110 	XP_002272126.2 	protein REDUCED WALL ACETYLATION 4
Vitvi00g04634	EED	DDD	EEE	F6I6S6	VIT_18s0122g01440	lcl|NC_081808.1_prot_XP_019075078.2_7460	99.831	0.0	LOC100853691 	XP_019075078.2 	isovalerate--CoA ligase CCL2 isoform X1
Vitvi00g04636	EEE	EEE	EDE	F6I272	VIT_04s0210g00080	lcl|NC_081808.1_prot_XP_002274023.1_7458	100.000	0.0	LOC100244596 	XP_002274023.1 	protein STRICTOSIDINE SYNTHASE-LIKE 5
Vitvi00g04688	EEE	EEE	DED			NA	NA	NA	NA	NA	NA
Vitvi00g04696	EEE	EEE	EDE	F6HRZ4	VIT_00s0983g00010	lcl|NC_081811.1_prot_XP_059594500.1_14305	100.000	0.0	LOC100264766 	XP_059594500.1 	uncharacterized protein LOC100264766 isoform X1
Vitvi00g04704	EUU	EUE	EUU	F6GZG3	VIT_00s0841g00010	lcl|NC_081811.1_prot_XP_019074173.1_14579	95.531	7.34e-119	LOC100260987 	XP_019074173.1 	GTP-binding protein At3g49725, chloroplastic isoform X2
Vitvi00g04706	EEE	UUE	UUE	F6HJT7	VIT_00s0771g00010	lcl|NC_081811.1_prot_XP_002268807.2_14575	99.444	0.0	LOC100241399 	XP_002268807.2 	pentatricopeptide repeat-containing protein At3g49710
Vitvi00g04707	EEU	EEE	EEU	F6H8B2	VIT_00s0847g00010	lcl|NC_081814.1_prot_XP_059595998.1_19989	98.798	0.0	LOC100263747 	XP_059595998.1 	uncharacterized protein LOC100263747 isoform X1
Vitvi00g04708	EEU	EEE	EEE	F6H8B3	VIT_00s0847g00020	lcl|NC_081814.1_prot_NP_001267990.1_19996	98.119	0.0	LOC100244313 	exception=annotated by transcript or proteomic data 	(3S)-linalool/(E)-nerolidol /(E,E)-geranyl linalool synthase
Vitvi00g04728	EED	DDE	EEE	F6HM24	VIT_10s0003g00010	NA	NA	NA	NA	NA	NA
Vitvi00g04731	EEE	EDE	EEE	F6HD74	VIT_00s0625g00020	lcl|NC_081811.1_prot_XP_003635438.2_14347	99.865	0.0	LOC100852871 	XP_003635438.2 	ABC transporter G family member 1
Vitvi00g04735	EEE	EEE	EUE	F6GZG7	VIT_00s0927g00010	lcl|NC_081811.1_prot_XP_059594588.1_14542	93.450	3.10e-136	LOC100267933 	XP_059594588.1 	transcription factor bHLH18 isoform X1
Vitvi00g04737	EDD	EDE	DDE	F6HJV6	VIT_00s0929g00020	lcl|NC_081811.1_prot_XP_059594564.1_14455	100.000	0.0	LOC100855257 	XP_059594564.1 	receptor-like cytosolic serine/threonine-protein kinase RBK1
Vitvi00g04744	EEE	EEE	EDE	D7UEB9	VIT_00s0941g00020	NA	NA	NA	NA	NA	NA
Vitvi00g04747	EEE	EDE	EEE	F6HZL3	VIT_07s0005g03570	lcl|NC_081811.1_prot_XP_002277616.3_13157	99.412	0.0	LOC100249789 	XP_002277616.3 	probable arabinose 5-phosphate isomerase
Vitvi00g04752	EEE	EUE	EEE	D7UEC7	VIT_00s0958g00020	lcl|NC_081811.1_prot_XP_002263566.2_13713	100.000	0.0	LOC100266654 	XP_002263566.2 	peptidyl-prolyl cis-trans isomerase FKBP62
Vitvi00g04763	EEE	EEE	DEE	F6HRZ4	VIT_00s0983g00010	lcl|NC_081811.1_prot_XP_002263605.2_14316	99.377	0.0	LOC100242910 	XP_002263605.2 	uncharacterized protein LOC100242910
Vitvi00g04777	EEE	EEE	DEE	F6I7L9	VIT_00s1206g00010	lcl|NC_081814.1_prot_XP_002277380.4_19934	100.000	0.0	LOC100263804 	XP_002277380.4 	aspartyl protease family protein At5g10770
Vitvi00g04787	EEE	EEE	EEU	F6HJK8	VIT_00s0391g00010	lcl|NC_081811.1_prot_XP_003635298.2_14322	90.377	0.0	LOC100853145 	XP_003635298.2 	linamarin synthase 2
Vitvi00g04799	EEE	EEE	DDE	D7TGH5	VIT_00s2300g00010	lcl|NC_081814.1_prot_XP_002272250.3_19724	100.000	0.0	LOC100246754 	XP_002272250.3 	acyl-CoA--sterol O-acyltransferase 1
Vitvi00g04812	EEE	EEE	DEE	F6GZ98	VIT_00s0347g00110	lcl|NC_081814.1_prot_XP_059596181.1_20057	100.000	0.0	LOC100852643 	transl_except=(pos:5416..5418,aa:Other) 	LOW QUALITY PROTEIN: uncharacterized protein LOC100852643
Vitvi00g04860	EEE	EEE	EED	F6GZH3	VIT_00s1525g00010	lcl|NC_081806.1_prot_XP_003635586.2_3105	87.129	0.0	LOC100244845 	XP_003635586.2 	UDP-glucuronate 4-epimerase 3
Vitvi00g04869	EDE	EEE	EDE	F6I7R6	VIT_00s2527g00010	lcl|NC_081806.1_prot_XP_059589556.1_3146	97.156	3.61e-151	LOC100241232 	XP_059589556.1 	acid beta-fructofuranosidase isoform X1
Vitvi00g04881	EEU	EEE	EEE	F6HIG2	VIT_12s0059g01640	lcl|NC_081814.1_prot_XP_059596080.1_19710	96.279	6.05e-150	LOC132254445 	XP_059596080.1 	uncharacterized protein LOC116803646
Vitvi01g00002	EDE	EEE	EEE	F6HF06	VIT_01s0011g00030	lcl|NC_081805.1_prot_XP_010650073.2_1	100.000	0.0	LOC100259472 	XP_010650073.2 	ACT domain-containing protein ACR4 isoform X1
Vitvi01g00012	EEE	UEE	EEE	F6HF00	VIT_01s0011g00120	lcl|NC_081805.1_prot_XP_002263547.1_12	100.000	0.0	LOC100266436 	XP_002263547.1 	protein BIG GRAIN 1-like E
Vitvi01g00036	EDE	EDE	EEE	D7T9X5	VIT_01s0011g00400	lcl|NC_081805.1_prot_XP_019075530.1_51	100.000	0.0	LOC100250757 	XP_019075530.1 	nuclear transport factor 2 isoform X1
Vitvi01g00050	EEE	EEE	DEE	D7T9W1	VIT_01s0011g00550	lcl|NC_081805.1_prot_XP_010649646.1_91	100.000	0.0	LOC100254284 	XP_010649646.1 	alpha/beta hydrolase domain-containing protein VTE7
Vitvi01g00052	EEE	EEE	EDE	F6HF88	VIT_01s0011g00590	lcl|NC_081805.1_prot_XP_002267765.1_95	100.000	0.0	LOC100264496 	XP_002267765.1 	triose phosphate/phosphate translocator, chloroplastic
Vitvi01g00061	EEE	EEE	EDE	F6HF82	VIT_01s0011g00690	lcl|NC_081805.1_prot_XP_002269692.1_112	100.000	0.0	LOC100261061 	XP_002269692.1 	UDP-glucose 6-dehydrogenase 3
Vitvi01g00066	EEE	EUE	EUE	F6HF76	VIT_01s0011g00750	lcl|NC_081805.1_prot_XP_010649498.1_119	100.000	0.0	LOC100247567 	XP_010649498.1 	beta-glucosidase 40
Vitvi01g00067	EDE	EEE	EEU	F6HF75	VIT_01s0011g00760	lcl|NC_081805.1_prot_NP_001268161.1_120	100.000	0.0	BG1 	exception=annotated by transcript or proteomic data 	beta-glucosidase precursor
Vitvi01g00083	EED	EEE	EDD	F6HEY4	VIT_01s0011g01020	lcl|NC_081805.1_prot_XP_002275317.3_170	100.000	0.0	LOC100256051 	XP_002275317.3 	disease resistance protein RPM1
Vitvi01g00088	EDD	EEE	EED	F6HFU1	VIT_01s0011g01120	lcl|NC_081805.1_prot_XP_010649305.1_182	100.000	0.0	LOC104877428 	XP_010649305.1 	putative disease resistance protein RGA1
Vitvi01g00095	EDE	EEE	EDE	D7T9Q3	VIT_01s0011g01200	lcl|NC_081805.1_prot_XP_002275704.1_194	99.419	6.11e-126	LOC100260989 	XP_002275704.1 	transcription factor MYB114
Vitvi01g00104	EEE	EEE	EDE	F6HFT3	VIT_01s0011g01300	lcl|NC_081805.1_prot_XP_003631194.1_207	100.000	0.0	LOC100242282 	XP_003631194.1 	polygalacturonase QRT3
Vitvi01g00145	EEE	EDE	EDE	D7T9J4	VIT_01s0011g01850	lcl|NC_081805.1_prot_XP_002277599.3_288	100.000	5.32e-129	LOC100250897 	XP_002277599.3 	cytochrome c6, chloroplastic
Vitvi01g00148	EDE	EEE	EEE	D7T9J1	VIT_01s0011g01890	lcl|NC_081805.1_prot_XP_010648666.1_295	100.000	0.0	LOC100245685 	XP_010648666.1 	uncharacterized protein LOC100245685
Vitvi01g00160	EEE	EEE	EDE	D7T9I1	VIT_01s0011g02030	lcl|NC_081805.1_prot_XP_010648555.1_318	97.269	0.0	LOC132252535 	XP_010648555.1 	serine carboxypeptidase-like 35
Vitvi01g00181	EEE	EEE	EDE	F6HF40	VIT_01s0011g02260	lcl|NC_081805.1_prot_XP_002279707.1_366	100.000	0.0	LOC100244078 	XP_002279707.1 	probable metal-nicotianamine transporter YSL7
Vitvi01g00188	EEE	EUE	EEE	D7T9F2	VIT_01s0011g02320	lcl|NC_081805.1_prot_XP_003631233.1_377	100.000	0.0	LOC100266416 	XP_003631233.1 	uncharacterized protein LOC100266416
Vitvi01g00193	EEE	EEE	EUE	F6HF34	VIT_01s0011g02360	lcl|NC_081805.1_prot_XP_010648275.1_382	73.563	2.59e-38	LOC104878973 	XP_010648275.1 	RING-H2 finger protein ATL51
Vitvi01g00203	EEE	DEE	EEE	D7T9D4	VIT_01s0011g02520	lcl|NC_081805.1_prot_XP_003631230.1_401	100.000	0.0	LOC100245828 	XP_003631230.1 	phosphate transporter PHO1 homolog 1
Vitvi01g00217	EEE	EEE	EDE	D7T9B3	VIT_01s0011g02780	lcl|NC_081805.1_prot_XP_003631229.1_427	100.000	0.0	LOC100262757 	XP_003631229.1 	protein MIZU-KUSSEI 1
Vitvi01g00228	EDE	EEE	EDE	F6HF18	VIT_01s0011g02920	lcl|NC_081805.1_prot_XP_010647995.1_443	100.000	0.0	LOC100261106 	XP_010647995.1 	transcription factor PCF5
Vitvi01g00234	EEE	UEE	EEE	Q4W2K5	lar1	lcl|NC_081805.1_prot_NP_001267887.1_451	100.000 0.0	LAR1 	NP_001267887.1 	leucoanthocyanidin reductase 1
Vitvi01g00258	EDE	EEE	EEE	F6HFP7	VIT_01s0011g03210	lcl|NC_081805.1_prot_XP_002281973.1_473	100.000	0.0	LOC100259452 	XP_002281973.1 	protein ASPARTIC PROTEASE IN GUARD CELL 1
Vitvi01g00271	EEE	EUU	EEE	F6HFP2	VIT_01s0011g03330	lcl|NC_081805.1_prot_XP_010647794.1_487	100.000	0.0	LOC100252495 	XP_010647794.1 	uncharacterized protein LOC100252495
Vitvi01g00280	EDE	EDE	EEE	F6HEX2	VIT_01s0011g03450	lcl|NC_081805.1_prot_XP_002282429.1_502	100.000	0.0	LOC100262991 	XP_002282429.1 	alpha-xylosidase 1
Vitvi01g00284	EDE	EEE	EDE	F6HEX0	VIT_01s0011g03490	lcl|NC_081805.1_prot_XP_002282526.1_511	100.000	0.0	LOC100252441 	XP_002282526.1 	3-ketoacyl-CoA synthase 6
Vitvi01g00286	EEE	EEE	EDE	D7T951	VIT_01s0011g03500	lcl|NC_081805.1_prot_XP_002282549.1_512	100.000	0.0	LOC100247323 	XP_002282549.1 	homocysteine S-methyltransferase 1
Vitvi01g00291	EEE	EEE	EDE	F6HEW8	VIT_01s0011g03540	lcl|NC_081805.1_prot_XP_002282602.1_517	100.000	0.0	LOC100254184 	XP_002282602.1 	LOB domain-containing protein 40
Vitvi01g00299	EEE	EEE	EUE	F6HEW1	VIT_01s0011g03660	lcl|NC_081805.1_prot_XP_002283553.1_532	100.000	0.0	LOC100244058 	XP_002283553.1 	uncharacterized protein LOC100244058
Vitvi01g00300	EEE	EUE	EUE	D7T937	VIT_01s0011g03670	lcl|NC_081805.1_prot_XP_002282829.1_533	100.000	0.0	LOC100266396 	XP_002282829.1 	endonuclease 2
Vitvi01g00317	EEE	EEE	UEE	F6HFM7	VIT_01s0011g03850	lcl|NC_081805.1_prot_XP_010644813.1_559	100.000	0.0	LOC100245576 	XP_010644813.1 	glycosyltransferase BC10
Vitvi01g00318	EDE	EEE	EEE	F6HFM6	VIT_01s0011g03860	lcl|NC_081805.1_prot_XP_002279580.1_560	100.000	0.0	LOC100267893 	XP_002279580.1 	probable leucine-rich repeat receptor-like protein kinase At1g68400
Vitvi01g00325	EEE	EEE	DDE	D7T912	VIT_01s0011g03910	lcl|NC_081805.1_prot_XP_010644423.1_574	100.000	0.0	LOC100242244 	XP_010644423.1 	probable protein phosphatase 2C 15
Vitvi01g00337	EDE	EEE	EDE	F6HEV5	VIT_01s0011g04080	lcl|NC_081805.1_prot_XP_002282898.1_590	100.000	0.0	LOC100252628 	XP_002282898.1 	uncharacterized protein LOC100252628 isoform X1
Vitvi01g00371	EEE	EEE	EDE	D7T8W9	VIT_01s0011g04460	lcl|NC_081805.1_prot_XP_002280229.1_669	100.000	0.0	LOC100250856 	XP_002280229.1 	protein DETOXIFICATION 16 isoform X2
Vitvi01g00394	EEE	EEE	EDE	F6HFJ4	VIT_01s0011g04710	lcl|NC_081805.1_prot_XP_002284132.1_716	100.000	0.0	LOC100249220 	XP_002284132.1 	heavy metal-associated isoprenylated plant protein 37
Vitvi01g00408	EEE	EDE	EEE	F6HFI6	VIT_01s0011g04820	lcl|NC_081805.1_prot_XP_002280578.1_730	100.000	1.11e-125	LOC100261077 	XP_002280578.1 	uncharacterized protein LOC100261077
Vitvi01g00412	EEE	EEE	EUE	D7T8T6	VIT_01s0011g04870	lcl|NC_081805.1_prot_XP_010657445.1_739	100.000	1.15e-166	LOC100257750 	XP_010657445.1 	homeobox-leucine zipper protein HOX3
Vitvi01g00437	EEE	DEE	EEE	F6HFH3	VIT_01s0011g05090	lcl|NC_081805.1_prot_XP_059592220.1_766	100.000	2.35e-104	LOC100266230 	XP_059592220.1 	MLP-like protein 34
Vitvi01g00441	EEE	EEE	EDE	F6HFG8	VIT_01s0011g05200	lcl|NC_081805.1_prot_XP_002284594.1_776	100.000	0.0	LOC100257695 	XP_002284594.1 	phosphoethanolamine N-methyltransferase 3 isoform X2
Vitvi01g00458	EDE	EEE	EEE	A5BDK7	VIT_01s0011g05410	lcl|NC_081805.1_prot_XP_002284784.1_815	100.000	6.24e-156	LOC100247498 	XP_002284784.1 	21 kDa protein
Vitvi01g00463	DDD	EEE	DDE	D7T8N4	VIT_01s0011g05450	lcl|NC_081805.1_prot_XP_002284811.1_821	100.000	7.97e-125	LOC100256086 	XP_002284811.1 	protein PLANT CADMIUM RESISTANCE 2
Vitvi01g00477	UEE	EEE	EEE	F6HFE4	VIT_01s0011g05600	lcl|NC_081805.1_prot_XP_002284879.1_839	100.000	0.0	LOC100247591 	XP_002284879.1 	plasmodesmata-located protein 6
Vitvi01g00481	EEE	EUE	EEE	F6HFE2	VIT_01s0011g05650	lcl|NC_081805.1_prot_XP_002284896.1_844	100.000	0.0	LOC100259272 	XP_002284896.1 	1-aminocyclopropane-1-carboxylate oxidase homolog 4
Vitvi01g00483	EEE	UEE	EEE	D7T8L7	VIT_01s0011g05670	lcl|NC_081805.1_prot_XP_002284976.1_848	100.000	1.01e-122	LOC100254156 	XP_002284976.1 	nudix hydrolase 18, mitochondrial
Vitvi01g00497	EDE	EEE	EDE	D7T8K7	VIT_01s0011g05790	lcl|NC_081805.1_prot_XP_002284904.1_861	100.000	0.0	LOC100266222 	XP_002284904.1 	microtubule-associated protein 70-2 isoform X2
Vitvi01g00508	EEE	EUE	UUE	D7T8J2	VIT_01s0011g05950	lcl|NC_081805.1_prot_XP_002281436.1_879	100.000	0.0	LOC100261217 	XP_002281436.1 	MACPF domain-containing protein At1g14780
Vitvi01g00518	EEE	EDE	EEE	F6HFB9	VIT_01s0011g06050	lcl|NC_081805.1_prot_XP_002281499.2_896	100.000	0.0	LOC100252458 	XP_002281499.2 	binding partner of ACD11 1 isoform X2
Vitvi01g00521	EEE	EEE	EDE	F6HFB8	VIT_01s0011g06080	lcl|NC_081805.1_prot_XP_002281523.1_903	100.000	0.0	LOC100264487 	XP_002281523.1 	G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300
Vitvi01g00541	EEE	EDE	EEE	D7T8G0	VIT_01s0011g06310	lcl|NC_081805.1_prot_XP_010648068.1_938	100.000	0.0	LOC100247486 	XP_010648068.1 	type IV inositol polyphosphate 5-phosphatase 9
Vitvi01g00542	EEE	EEE	DEE	F6HFA7	VIT_01s0011g06320	lcl|NC_081805.1_prot_XP_010647822.1_939	100.000	3.64e-176	LOC100242351 	XP_010647822.1 	cyclin-J18 isoform X1
Vitvi01g00555	EEE	EUE	EEE	F6HFA0	VIT_01s0011g06440	lcl|NC_081805.1_prot_XP_002285202.1_965	100.000	0.0	LOC100252687 	XP_002285202.1 	non-functional NADPH-dependent codeinone reductase 2
Vitvi01g00556	EEE	EUE	EUE	F6HF99	VIT_01s0011g06450	lcl|NC_081805.1_prot_XP_002285219.1_968	97.452	0.0	LOC100242453 	XP_002285219.1 	non-functional NADPH-dependent codeinone reductase 2
Vitvi01g00557	EEE	DEE	EEE	F6HF97	VIT_01s0011g06470	lcl|NC_081805.1_prot_XP_002285221.2_969	100.000	0.0	LOC100264447 	XP_002285221.2 	non-functional NADPH-dependent codeinone reductase 2
Vitvi01g00558	EEE	EEE	DDE	D7T8E4	VIT_01s0011g06500	lcl|NC_081805.1_prot_NP_001268125.1_971	100.000	0.0	LOC100233130 	exception=annotated by transcript or proteomic data 	galacturonic acid reductase
Vitvi01g00593	EEE	EEE	EDE	D7SMF7	VIT_01s0137g00240	lcl|NC_081805.1_prot_XP_002285340.2_1012	100.000	0.0	LOC100242302 	XP_002285340.2 	probable pectate lyase 5
Vitvi01g00598	EEE	EEE	EDE	F6GVJ4	VIT_01s0137g00290	lcl|NC_081805.1_prot_XP_002282089.1_1020	100.000	0.0	LOC100257862 	XP_002282089.1 	oxysterol-binding protein-related protein 1D isoform X1
Vitvi01g00609	EEE	EDE	EEE	F6GVP3	VIT_01s0137g00380	lcl|NC_081805.1_prot_XP_002282165.1_1033	100.000	0.0	LOC100266247 	XP_002282165.1 	protein SIEVE ELEMENT OCCLUSION B
Vitvi01g00610	EEE	EDE	EEE	D7SME4	VIT_01s0137g00390	lcl|NC_081805.1_prot_XP_002282172.1_1034	100.000	0.0	LOC100261038 	XP_002282172.1 	protein SIEVE ELEMENT OCCLUSION B
Vitvi01g00612	UED	EEE	DDE	F6GVP1	VIT_01s0137g00410	lcl|NC_081805.1_prot_XP_002282185.1_1036	100.000	0.0	LOC100250807 	XP_002282185.1 	cytochrome P450 86B1
Vitvi01g00621	DEE	EEE	EUE	F6GVM9	VIT_01s0137g00560	lcl|NC_081805.1_prot_XP_002285472.2_1053	100.000	0.0	LOC100245779 	XP_002285472.2 	cytochrome P450 71B34-like
Vitvi01g00635	EEE	EEE	EDE	D7SMB8	VIT_01s0137g00710	lcl|NC_081805.1_prot_XP_019075527.1_1084	100.000	0.0	LOC100264440 	XP_019075527.1 	GDSL esterase/lipase At3g26430
Vitvi01g00636	EDE	EDE	EDE	D7SMB7	VIT_01s0137g00720	lcl|NC_081805.1_prot_XP_002285512.1_1085	100.000	0.0	LOC100259265 	XP_002285512.1 	GDSL esterase/lipase At3g26430
Vitvi01g00638	EEE	EEE	EDE	F6GVM1	VIT_01s0137g00740	lcl|NC_081805.1_prot_XP_002282388.2_1087	99.663	0.0	LOC100254174 	XP_002282388.2 	probable protein phosphatase 2C 14
Vitvi01g00639	EEE	EEE	EDE	F6GVM0	VIT_01s0137g00750	lcl|NC_081805.1_prot_XP_002282388.2_1087	100.000	0.0	LOC100254174 	XP_002282388.2 	probable protein phosphatase 2C 14
Vitvi01g00653	EEE	EUE	EEE	F6H7X6	VIT_00s0225g00050	lcl|NC_081805.1_prot_XP_010646476.1_1114	100.000	0.0	LOC100261384 	XP_010646476.1 	protein DETOXIFICATION 29
Vitvi01g00655	EEE	EDE	EEE	F6H7W6	VIT_00s0225g00060	lcl|NC_081805.1_prot_XP_010646477.1_1117	100.000	0.0	LOC100256287 	XP_010646477.1 	protein DETOXIFICATION 29 isoform X1
