gene,module_size_r0.757,rho_r0.757,pvalue_r0.757,bonferroni_r0.757,fdr_r0.757,module_size_r0.8077,rho_r0.8077,pvalue_r0.8077,bonferroni_r0.8077,fdr_r0.8077,module_size_r0.8839,rho_r0.8839,pvalue_r0.8839,bonferroni_r0.8839,fdr_r0.8839
Vitvi00g04610,80.0,-0.55885762556771,0.0003960418023054,1.0,0.00077949772502,22.0,-0.595908959859492,0.0001257038122705,0.9175121257623795,0.0002576557500035,3.0,-0.503280624130037,0.001755277453046,1.0,0.0024795480831733
Vitvi00g04617,84.0,0.314390996756744,0.0618402634025402,1.0,0.067548227982821,42.0,-0.320940809189176,0.0563243300813253,1.0,0.0614424279276033,3.0,0.294741559459447,0.0809782379356655,1.0,0.084474844873025
Vitvi00g04625,95.0,0.854242196177249,3.4485174125585e-11,2.92606702455589e-07,8.97566571949658e-10,49.0,-0.854242196177249,3.4485174125584494e-11,2.5170728594264123e-07,7.65067738427492e-10,13.0,0.854242196177249,3.4485174125585e-11,1.46630960381987e-07,5.55420304477225e-10
Vitvi00g04629,28.0,-0.150674160700177,0.380398322087054,1.0,0.387662714738008,11.0,-0.200898880933569,0.240043483019144,1.0,0.247363741713501,,,,,
Vitvi00g04632,38.0,0.703365690607165,1.71488287988333e-06,0.0145507812358101,6.69001436129199e-06,5.0,-0.623953435216034,4.77998991152752e-05,0.3488914636423937,0.0001106889161302,,,,,
Vitvi00g04634,64.0,0.816811769737353,1.23759826433005e-09,1.05010212728405e-05,1.50229202758809e-08,41.0,0.816811769737353,1.23759826433005e-09,9.033229731345036e-06,1.2978778349634e-08,15.0,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09
Vitvi00g04636,93.0,0.816811769737353,1.23759826433005e-09,1.05010212728405e-05,1.50229202758809e-08,43.0,-0.816811769737353,1.23759826433008e-09,9.033229731345255e-06,1.2978778349634e-08,5.0,0.811139465780844,1.9834583702964103e-09,8.43366499050032e-06,1.4079574274625e-08
Vitvi00g04649,,,,,,,,,,,,,,,
Vitvi00g04653,16.0,0.855663913087804,2.95293710251311e-11,2.50556713148238e-07,8.97566571949658e-10,,,,,,,,,,
Vitvi00g04664,58.0,-0.480722322233897,0.0030004400973261,1.0,0.0044494322469703,23.0,0.444847522067189,0.0065591625713408,1.0,0.0084228232949009,,,,,
Vitvi00g04671,38.0,0.262446951233455,0.122018436366275,1.0,0.129496739533189,12.0,-0.169818615504,0.322091724033235,1.0,0.32912606659927,,,,,
Vitvi00g04688,190.0,0.861011812544602,1.6227086807584697e-11,1.37686831562356e-07,6.06549918776908e-10,82.0,0.861011812544602,1.6227086807584697e-11,1.184415066085607e-07,5.10523735381734e-10,,,,,
Vitvi00g04696,1120.0,-0.750289519408583,1.37448227308175e-07,0.0011662482087098,7.4855469108464e-07,392.0,-0.750289519408583,1.37448227308175e-07,0.0010032346111223693,6.62638448561673e-07,5.0,-0.731763852262692,3.96103875756545e-07,0.0016842336797168,1.22320173824875e-06
Vitvi00g04704,175.0,-0.750289519408583,1.37448227308175e-07,0.0011662482087098,7.4855469108464e-07,115.0,-0.750289519408583,1.37448227308175e-07,0.0010032346111223693,6.62638448561673e-07,65.0,0.750289519408583,1.37448227308174e-07,0.0005844298625143,4.85406862553457e-07
Vitvi00g04705,104.0,-0.731763852262692,3.96103875756545e-07,0.0033609413857942,1.85931320991869e-06,40.0,0.719413407498765,7.65599059629689e-07,0.0055881075362371,2.9426579969653e-06,3.0,-0.74411429702662,1.9754523623761e-07,0.0008399623444823,6.63723534252229e-07
Vitvi00g04706,169.0,-0.750289519408583,1.37448227308175e-07,0.0011662482087098,7.4855469108464e-07,94.0,-0.750289519408583,1.37448227308175e-07,0.0010032346111223693,6.62638448561673e-07,34.0,0.750289519408583,1.37448227308174e-07,0.0005844298625143,4.85406862553457e-07
Vitvi00g04707,97.0,-0.756614516614135,9.37637791162505e-08,0.0007955856658013,6.67998040135504e-07,45.0,0.762038276589863,6.69235268411076e-08,0.0004884748224132444,4.44472085908328e-07,4.0,-0.713224436808306,1.05158989446501e-06,0.0044713602312652,2.88847560159252e-06
Vitvi00g04708,,,,,,,,,,,,,,,
Vitvi00g04709,347.0,-0.416590102555634,0.0114910875759496,1.0,0.0144084347690162,170.0,-0.422199026825049,0.0103182620948674,1.0,0.012821415565277,25.0,-0.427807951094464,0.0092487413934053,1.0,0.0107889296035005
Vitvi00g04714,5.0,-0.762038276589863,6.69235268411086e-08,0.0005678461252468,4.96803259183558e-07,,,,,,,,,,
Vitvi00g04722,59.0,-0.317649021564526,0.059045460685392,1.0,0.0649216967624143,8.0,0.544541179824902,0.0005957600553226,1.0,0.0010417950751797,,,,,
Vitvi00g04728,86.0,-0.816811769737353,1.23759826433008e-09,1.05010212728408e-05,1.50229202758809e-08,38.0,0.816811769737353,1.23759826433005e-09,9.033229731345036e-06,1.2978778349634e-08,18.0,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09
Vitvi00g04731,128.0,-0.230875550828117,0.175496915064598,1.0,0.183974712666558,42.0,0.241115998647107,0.156588331758244,1.0,0.163956137355247,,,,,
Vitvi00g04735,,,,,,,,,,,,,,,
Vitvi00g04737,141.0,0.750289519408583,1.37448227308174e-07,0.0011662482087098,7.4855469108464e-07,88.0,0.750289519408583,1.37448227308174e-07,0.001003234611122362,6.62638448561673e-07,28.0,0.750289519408583,1.37448227308174e-07,0.0005844298625143,4.85406862553457e-07
Vitvi00g04742,95.0,0.805467161824335,3.13002579938549e-09,2.65582689077859e-05,3.22908138829944e-08,30.0,0.816811769737353,1.23759826433005e-09,9.033229731345036e-06,1.2978778349634e-08,,,,,
Vitvi00g04744,1112.0,-0.668991694679304,8.17944277655761e-06,0.0694025719590913,2.68793849570454e-05,484.0,-0.684288760868618,4.18769069394475e-06,0.03056595437510273,1.31071845519308e-05,35.0,-0.689897685138033,3.24336512260011e-06,0.0137907885012957,8.00393993110609e-06
Vitvi00g04747,85.0,-0.703365690607165,1.71488287988333e-06,0.0145507812358101,6.69001436129199e-06,34.0,-0.714710298520184,9.75165171487901e-07,0.007117730586690189,3.65950158698727e-06,,,,,
Vitvi00g04748,1779.0,-0.764775262118139,5.62609687126693e-08,0.0004773743195269,4.29224595001161e-07,1094.0,-0.775015709937128,2.877549264785e-08,0.00021003232083665715,2.10032320836657e-07,181.0,-0.77082643582936,3.80135964952999e-08,0.000161633812298,1.89933974498255e-07
Vitvi00g04752,133.0,-0.816811769737353,1.23759826433008e-09,1.05010212728408e-05,1.50229202758809e-08,69.0,-0.816811769737353,1.23759826433008e-09,9.033229731345255e-06,1.2978778349634e-08,26.0,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09
Vitvi00g04763,312.0,-0.861011812544602,1.6227086807584897e-11,1.37686831562358e-07,6.06549918776908e-10,93.0,-0.861011812544602,1.6227086807584897e-11,1.1844150660856217e-07,5.10523735381734e-10,3.0,-0.866359712001401,8.69442361037601e-12,3.69686891913188e-08,2.0768926511977e-10
Vitvi00g04765,841.0,0.246705210450572,0.146913319045593,1.0,0.154813650285874,403.0,0.266054638721205,0.116785634586865,1.0,0.123360108082421,35.0,0.275729352856521,0.103584434864025,1.0,0.107241542985593
Vitvi00g04777,17.0,-0.767462036565592,4.73405239501664e-08,0.0004016843457171,3.66166222166966e-07,3.0,-0.734919476711221,3.32800881439018e-07,0.0024291136336233926,1.42386496695393e-06,,,,,
Vitvi00g04778,7.0,-0.416147681933822,0.011588218990186,1.0,0.0145173539246609,,,,,,,,,,
Vitvi00g04787,,,,,,,,,,,,,,,
Vitvi00g04799,609.0,-0.687358900558176,3.64359432856085e-06,0.0309158978778388,1.30117415310769e-05,231.0,-0.70632052540116,1.48415244927809e-06,0.010832828727280778,5.2733374539463e-06,27.0,-0.744243775087128,1.96069126299186e-07,0.0008336859250241,6.63723534252229e-07
Vitvi00g04809,,,,,,,,,,,,,,,
Vitvi00g04812,132.0,0.715902697659865,9.17559108148806e-07,0.0077854890326426,3.87723557402521e-06,45.0,-0.72100171972297,7.04759400618673e-07,0.0051440388651156944,2.74935268044666e-06,3.0,0.730689861642868,4.20057585720466e-07,0.0017860848544834,1.28773241130744e-06
Vitvi00g04814,3.0,-0.618281131259524,5.85619449722182e-05,0.496898103089271,0.000145547188954,,,,,,,,,,
Vitvi00g04817,45.0,-0.459197442133872,0.0048447434095193,1.0,0.0066068222162924,13.0,0.301348321400354,0.0740899184807143,1.0,0.0797378818918807,,,,,
Vitvi00g04822,1199.0,0.420850064886269,0.010590608809886,1.0,0.0133167332175286,635.0,0.411175350750953,0.0127285678576514,1.0,0.015381757747185,143.0,0.372476494209687,0.0252748166470031,1.0,0.0277840021672848
Vitvi00g04823,60.0,-0.657661183679129,1.31078878160574e-05,0.111220428119247,4.12080133824554e-05,19.0,0.466229289838256,0.0041566274551606,1.0,0.0055495196259772,3.0,0.416827510782546,0.0114392506999706,1.0,0.013167215478147
Vitvi00g04831,,,,,,,,,,,,,,,
Vitvi00g04837,42.0,-0.14028335496209,0.414476147144056,1.0,0.421429611565886,5.0,0.169307497368039,0.323571829826417,1.0,0.330130107059409,,,,,
Vitvi00g04839,,,,,,,,,,,,,,,
Vitvi00g04849,165.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,64.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,9.0,-0.478898349698169,0.0031284988550884,1.0,0.0039286406177897
Vitvi00g04860,1877.0,-0.517435182162141,0.0012302046362563,1.0,0.0021819160406846,1121.0,-0.517435182162141,0.0012302046362563,1.0,0.0020384253439353,220.0,-0.517435182162141,0.0012302046362563,1.0,0.001770761717455
Vitvi00g04867,34.0,0.69471251797091,2.59273082141355e-06,0.021999321019694,9.54417397817527e-06,5.0,0.700887740352874,1.9332321858187e-06,0.01411066172429069,6.57839707426138e-06,,,,,
Vitvi00g04868,102.0,0.750289519408583,1.37448227308174e-07,0.0011662482087098,7.4855469108464e-07,32.0,0.750289519408583,1.37448227308174e-07,0.001003234611122362,6.62638448561673e-07,4.0,0.74411429702662,1.97545236237612e-07,0.0008399623444823,6.63723534252229e-07
Vitvi00g04869,87.0,-0.544065654133245,0.0006037069463841,1.0,0.0011330354877392,19.0,-0.555283502672075,0.0004393007118807,1.0,0.0007930882750475,3.0,-0.527238881325001,0.0009530135873932,1.0,0.001386320141497
Vitvi00g04874,155.0,-0.36280178007437,0.0296534634974876,1.0,0.0339829332490792,37.0,0.382151208345003,0.0214447164072558,1.0,0.0247431212545938,,,,,
Vitvi00g04881,4.0,0.692021082694147,2.93995527601393e-06,0.0249455205169782,1.07338728558426e-05,,,,,,,,,,
Vitvi01g00002,2284.0,-0.884224678378342,8.74713631353133e-13,7.4219451620313305e-09,8.835649002418249e-11,1550.0,-0.884224678378342,8.74713631353133e-13,6.384534795246518e-09,8.6277497233061e-11,558.0,-0.884224678378342,8.74713631353133e-13,3.7192823605135205e-09,8.265071912252269e-11
Vitvi01g00012,338.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,101.0,-0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,3.0,-0.469223635562852,0.0038903602022962,1.0,0.00480587204537
